genus_1,genus_2,genus_1_normalized,genus_2_normalized,edit_similarity,jaccard_similarity,llm_relationship
a method of comparing projects of different lives,a method of organizing and summarizing a data set,method of comparing projects of different live,method of organizing and summarizing a data set,0.3404,0.1,DIFFERENT
a method of comparing projects of different lives,a methodology,method of comparing projects of different live,methodology,0.1957,0.0,A_SUBSUMES_B
a method of comparing projects of different lives,a metric,method of comparing projects of different live,metric,0.1304,0.0,DIFFERENT
a method of comparing projects of different lives,a municipal or corporate bond,method of comparing projects of different live,municipal or corporate bond,0.2174,0.0,DIFFERENT
a method of comparing projects of different lives,a nonprofit corporation,method of comparing projects of different live,nonprofit corporation,0.2174,0.0,DIFFERENT
a method of comparing projects of different lives,a number,method of comparing projects of different live,number,0.0652,0.0,DIFFERENT
a method of comparing projects of different lives,a partnership,method of comparing projects of different live,partnership,0.1522,0.0,DIFFERENT
a method of comparing projects of different lives,a payment,method of comparing projects of different live,payment,0.1087,0.0,DIFFERENT
a method of comparing projects of different lives,a period,method of comparing projects of different live,period,0.1087,0.0,DIFFERENT
a method of comparing projects of different lives,a person,method of comparing projects of different live,person,0.1087,0.0,DIFFERENT
a method of comparing projects of different lives,a person or an entity,method of comparing projects of different live,person or an entity,0.2609,0.0,DIFFERENT
a method of comparing projects of different lives,a principle,method of comparing projects of different live,principle,0.1739,0.0,DIFFERENT
a method of comparing projects of different lives,a procedure,method of comparing projects of different live,procedure,0.1522,0.0,RELATED
a method of comparing projects of different lives,a quantitative method,method of comparing projects of different live,quantitative method,0.1522,0.1667,A_SUBSUMES_B
a method of comparing projects of different lives,a ratio,method of comparing projects of different live,ratio,0.0652,0.0,DIFFERENT
a method of comparing projects of different lives,a reason for holding an amount of cash,method of comparing projects of different live,reason for holding an amount of cash,0.2609,0.0,DIFFERENT
a method of comparing projects of different lives,a record of financial information,method of comparing projects of different live,record of financial information,0.3261,0.0,DIFFERENT
a method of comparing projects of different lives,a report,method of comparing projects of different live,report,0.1087,0.0,DIFFERENT
a method of comparing projects of different lives,a reward-to-risk measure of portfolio performance,method of comparing projects of different live,reward to risk measure of portfolio performance,0.2128,0.0,DIFFERENT
a method of comparing projects of different lives,a risk,method of comparing projects of different live,risk,0.0652,0.0,DIFFERENT
a method of comparing projects of different lives,a rule,method of comparing projects of different live,rule,0.0652,0.0,DIFFERENT
a method of comparing projects of different lives,a security,method of comparing projects of different live,security,0.1087,0.0,DIFFERENT
a method of comparing projects of different lives,a set of cash flows over a period of time,method of comparing projects of different live,set of cash flows over a period of time,0.3043,0.0,DIFFERENT
a method of comparing projects of different lives,a set of formal documents,method of comparing projects of different live,set of formal document,0.3043,0.0,DIFFERENT
a method of comparing projects of different lives,a single cash payment,method of comparing projects of different live,single cash payment,0.1957,0.0,DIFFERENT
a method of comparing projects of different lives,a specific type of Delaware general corporation,method of comparing projects of different live,specific type of delaware general corporation,0.1304,0.0,DIFFERENT
a method of comparing projects of different lives,a standardized contract,method of comparing projects of different live,standardized contract,0.1739,0.0,DIFFERENT
a method of comparing projects of different lives,a stock valuation indicator or multiple,method of comparing projects of different live,stock valuation indicator or multiple,0.2391,0.0,DIFFERENT
a method of comparing projects of different lives,a strategic management responsibility,method of comparing projects of different live,strategic management responsibility,0.2174,0.0,DIFFERENT
a method of comparing projects of different lives,a stream of periodic payments,method of comparing projects of different live,stream of periodic payment,0.2826,0.0,DIFFERENT
a method of comparing projects of different lives,"a stream of regular, periodic payments",method of comparing projects of different live,stream of regular periodic payment,0.2609,0.0,DIFFERENT
a method of comparing projects of different lives,a subdivision of the National Bureau of Economic Research (NBER),method of comparing projects of different live,subdivision of the national bureau of economic research nber,0.2667,0.0,DIFFERENT
a method of comparing projects of different lives,a sum of money,method of comparing projects of different live,sum of money,0.1522,0.0,DIFFERENT
a method of comparing projects of different lives,a theory,method of comparing projects of different live,theory,0.1087,0.0,DIFFERENT
a method of comparing projects of different lives,a type of inventory financing,method of comparing projects of different live,type of inventory financing,0.2826,0.0,DIFFERENT
a method of comparing projects of different lives,a type of score,method of comparing projects of different live,type of score,0.1957,0.0,DIFFERENT
a method of comparing projects of different lives,a US-specific form of a private limited company; a business structure,method of comparing projects of different live,us specific form of a private limited company a business structure,0.2121,0.0,DIFFERENT
a method of comparing projects of different lives,a weighted average,method of comparing projects of different live,weighted average,0.1739,0.0,DIFFERENT
a method of comparing projects of different lives,ability,method of comparing projects of different live,ability,0.087,0.0,DIFFERENT
a method of comparing projects of different lives,accounting standards,method of comparing projects of different live,accounting standard,0.1957,0.0,DIFFERENT
a method of comparing projects of different lives,accounting system,method of comparing projects of different live,accounting system,0.1739,0.0,DIFFERENT
a method of comparing projects of different lives,all costs associated with having inventory in stock,method of comparing projects of different live,all costs associated with having inventory in stock,0.1373,0.0,DIFFERENT
a method of comparing projects of different lives,amount of time,method of comparing projects of different live,amount of time,0.2174,0.0,DIFFERENT
a method of comparing projects of different lives,an account,method of comparing projects of different live,account,0.1087,0.0,DIFFERENT
a method of comparing projects of different lives,an accounting method,method of comparing projects of different live,accounting method,0.2174,0.1667,DIFFERENT
a method of comparing projects of different lives,an accounting system,method of comparing projects of different live,accounting system,0.1739,0.0,DIFFERENT
a method of comparing projects of different lives,an agreement,method of comparing projects of different live,agreement,0.1739,0.0,DIFFERENT
a method of comparing projects of different lives,an agreement between two parties,method of comparing projects of different live,agreement between two party,0.1739,0.0,DIFFERENT
a method of comparing projects of different lives,an American stock exchange,method of comparing projects of different live,american stock exchange,0.2174,0.0,DIFFERENT
a method of comparing projects of different lives,an asset,method of comparing projects of different live,asset,0.087,0.0,DIFFERENT
a method of comparing projects of different lives,an asset or bundle of assets,method of comparing projects of different live,asset or bundle of asset,0.2391,0.0,DIFFERENT
a method of comparing projects of different lives,an asset or item,method of comparing projects of different live,asset or item,0.1739,0.0,DIFFERENT
a method of comparing projects of different lives,an economic theory,method of comparing projects of different live,economic theory,0.1957,0.0,DIFFERENT
a method of comparing projects of different lives,an equation of the form y^=a+bx,method of comparing projects of different live,equation of the form y^=a+bx,0.1739,0.0,DIFFERENT
